id,buyerName,lenderName,address,recordingDate,saleValue,loanAmount
235,POINTVIEW PROPERTIES LLC,ARV FINANCE INC,2445 GRANVILLE AVE,2025-04-30,1165000,1240165
236,BLASIAN REAL ESTATE LLC,TRILION CAPITAL FUND LLC,1310 N OCCIDENTAL BLVD,2025-04-30,760000,844000
237,MS83 INVESTMENTS,WHGG TRUST,932 E 112TH ST,2025-04-30,420000,393750
238,AGRIPPE INC,LOAN FUNDER LLC,624 W 102ND ST,2025-04-30,510000,444500
239,UNPACK & STAY LLC,CITADEL SERVICING CORPORATION,121 S HOPE ST APT 419,2025-04-29,423000,295925
240,TABASAM LLC,SPREO CAPITAL MANAGER LLC,2492 CORINTH AVE,2025-04-29,1645500,1316000
241,SNYDER REAL ESTATE LLC,PUERTO LORETO LLC,5031 TOWNSEND AVE,2025-04-29,1200000,840000
242,3550 WESTERN LLC,YASHAR HAMID,2616 S RIMPAU BLVD,2025-04-28,830000,581000
243,2443 EL SEGUNDO LLC,SPREO CAPITAL MANAGER LLC,5128 WOODLAWN AVE,2025-04-28,465000,583750
244,ROSITA HOLDINGS LLC,CA TD INVESTMENTS INC,3621 GREENWOOD AVE,2025-04-28,1685000,1200000
245,GIBSON HOUSE LLC,GENESIS CAPITAL LLC,3761 GLENALBYN DR,2025-04-28,1185000,1387500
246,AMI CAPITAL LLC,QUANTA FINANCE INC,4023 PAIGE ST,2025-04-28,1185000,1495500
247,GIP PROPERTY 101 LLC,INFINITY BANK,942 WILCOX AVE,2025-04-28,1275000,765000
248,EQUITY TRACK INC,KIAVI FUNDING INC,7426 MULHOLLAND DR,2025-04-28,1050000,1135500
249,WHITE OAK CA LLC,JPMORGAN CHASE BANK NA,7692 WOODROW WILSON DR,2025-04-28,5000000,4112000
250,PAPILLON BLEU 111 LLC,259 WORTH AVENUE HOLDINGS INC,211 W ELM CT # 26A,2025-04-25,10500000,6300000
251,500 N TIGERTAIL LLC,GENESIS CAPITAL LLC,500 N TIGERTAIL RD,2025-04-25,4475000,4782000
252,MASIS HOLDINGS LLC,ANCHOR LOANS LP,10509 CHEVIOT DR,2025-04-25,1535000,1304750
253,EAST JUNCTION LLC,KHOSROW & FARIBA MATIAN TRUST,1046 HYPERION AVE,2025-04-25,1130000,1170000
254,VISTA PROPERTY LLC,LENDINGONE LLC,4244 BRUNSWICK AVE,2025-04-25,1375000,1510250
255,REVIVE & SELL LLC,ORCHARD FUNDING,7407 S FIGUEROA ST,2025-04-25,650000,617967
256,COHEN & KASHANI LLC,ANCHOR LOANS LP,4616 ST ELMO DR,2025-04-24,1226000,1255838
257,FLEX INVESTMENTS,ANCHOR LOANS LP,164 N AVENUE 25,2025-04-24,745000,900050
258,HY ASSETS LLC,BLUEBONO LLC,311 FIRMIN ST,2025-04-24,1960000,1470000
259,6751 ARLINGTON AVE LLC,PINNIPED PROPERTIES INC,6751 ARLINGTON AVE,2025-04-24,485000,285500
260,AIT 9000 LLC,JPMORGAN CHASE BANK NA,9000 CRESTA DR,2025-04-24,1846000,1107503
261,HOMEPPORTUNITY INVESTMENTS LLC,INVESTORS CHOICE,1242 E 87TH PL,2025-04-24,459000,437000
262,STRUCTURED ASSETS LLC,ANCHOR LOANS LP,1735 W 108TH ST,2025-04-24,530000,477000
263,GIDEON DEVELOPMENT LLC,BLUEBONO LLC,126 N THURSTON AVE,2025-04-23,2300000,1864000
264,TUKASA INC,ANCHOR LOANS LP,1526 W 54TH ST,2025-04-23,548500,719900
265,GOOD NEIGHBOR HOMES LLC,BMO BANK NA,5445 S VICTORIA AVE,2025-04-23,670000,569500
266,HOME INVESTMENTS LOS ANGELES LLC,EASY STREET CAPITAL CA LLC,5035 DENKER AVE,2025-04-23,565000,474400
267,CATERRA PROPERTY 6 LLC,SPREO CAPITAL MANAGER LLC,3918 W 28TH ST,2025-04-23,775000,1143000
268,NEW HAMSTER LLC,MJB TRUST,3017 MINNESOTA ST,2025-04-23,780000,750000
269,TLP 1 LLC,GENESIS CAPITAL LLC,5949 S GARTH AVE,2025-04-23,1690000,1644750
270,CULVER GROUP LLC,WHGG TRUST,1647 MALTMAN AVE,2025-04-23,1310000,1048000
271,824 RIMPAU LLC,LOAN FUNDER LLC,824 S RIMPAU BLVD,2025-04-22,1650000,2361015
272,ALPHA AND OMEGA HOLDINGS LLC,NEW HAVEN NEVADA ENTERPRISES L,3810 DWIGGINS ST,2025-04-22,645000,580000
273,3621 MOORE LLC,ARIXA CAPITAL ADVISORS LLC,3621 MOORE ST,2025-04-22,1849000,2760000
274,SV 3825 EAGLE ROCK LLC,CENTER STREET LNDG VIII SPE LL,3825 W AVENUE 43,2025-04-22,1085000,975000
275,HSB REAL ESTATE ACQUISITION LLC,CV3 FINANCIAL SERVICES LLC,240 E 84TH ST,2025-04-22,890000,712000
276,JUST IN TIME 2 LLC,QUANTA FINANCE INC,5732 HILLCREST DR,2025-04-21,994000,1021900
277,FAB INVESTMENTS LLC,ANCHOR LOANS LP,917 W 50TH PL,2025-04-21,605000,637517
278,SDK INVESTMENT GROUP,CENTER STREET LNDG VIII SPE LL,1362 E VERNON AVE,2025-04-21,535000,588750
279,FVR GROUP FIVE LLC,ANCHOR LOANS LP,3155 W 76TH ST,2025-04-21,805000,724500
280,ELIZABETH LLC,TRILION CAPITAL FUND LLC,6115 GLEN OAK ST,2025-04-21,1090000,1191000
281,BERWICK SJP LLC,JPMORGAN CHASE BANK NA,11427 BERWICK ST,2025-04-18,4700000,3760000
282,9001 BEVERLYWOOD PROPERTIES LLC,EQUITABLE LENDING,1733 S CRESCENT HEIGHTS BLVD,2025-04-18,2400000,1920000
283,BIG DAWG HOUSES LLC,MICHAEL GRUENBAUM & MARYBETH G,12563 ALLIN ST,2025-04-18,1400000,1500000
284,SOCAL HOME ACQUISITIONS LLC,VONTIVE INC,1930 KEMPER ST,2025-04-18,870000,958400
285,SUNSET REALTY 57 INC,ANCHOR LOANS LP,4407 TURQUOISE ST,2025-04-18,760000,675000
286,CYRIL FINANCIAL GROUP INC,ORCHARD FUNDING,6319 MIRAMONTE BLVD,2025-04-18,600000,551242
287,HOLMBY TREEHOUSE LLC,BANK OF AMERICA NA,1190 BROOKLAWN DR,2025-04-17,5149000,4119200
288,MAJESTIC PINE 8652 LLC,HOMEWIDE INC,3206 W 43RD PL,2025-04-17,920000,600000
289,BELCREST HOMES LLC,NCL EAGLEPOINT INVESTMENTS LLC,1475 E 57TH ST,2025-04-17,550000,440000
290,3647 BARRY AVENUE LLC,ARCHWEST FUNDING LLC,3647 BARRY AVE,2025-04-17,1950000,2231250
291,RECR8,CENTER STREET LNDG VIII SPE LL,4719 WIOTA ST,2025-04-17,855000,916750
292,1102 GOOD KARMA LLC,LOAN FUNDER LLC,732 N VISTA ST,2025-04-17,2048000,1713750
293,RC DEVELOPMENT INC,SIT ENTERPRISES LLC,8711 S DENKER AVE,2025-04-17,584772,488000
294,10 MIL INVESTMENTS INC,KIAVI FUNDING INC,2834 DELEVAN DR,2025-04-16,500000,540000
295,REMAKE PROPERTIES LLC,KIAVI FUNDING INC,4579 AMBROSE AVE APT 8,2025-04-16,660000,635200
296,SHH HOLDINGS LTD,KIAVI FUNDING INC,3515 S NORTON AVE,2025-04-15,630500,676600
297,AHAVA PROPERTIES LLC,KIAVI FUNDING INC,1871 HEIDLEMAN RD,2025-04-15,625000,562500
298,B & J CAPITAL GROUP INVESTMENTS,KIAVI FUNDING INC,932 S MOTT ST,2025-04-15,415000,432900
299,EAGLE DEVELOPMENTS INC,ORCHARD FUNDING,3948 VAN HORNE AVE,2025-04-15,620000,682650
300,DEXTER 1002 MISSION LLC,CATHAY BANK,211 S HOOVER ST,2025-04-15,2347000,1385000
301,FOUNDATION REALTY VENTURES LLC,PLAZA HOME MORTGAGE INC,8931 S HARVARD BLVD,2025-04-15,785000,588750
302,EG DEVELOPMENTS LLC,SYLVESTER PEARSON REVOCABLE TR,1027 W 91ST ST,2025-04-15,1400000,746000
303,GOLDEN ERA 2025 LLC,KIAVI FUNDING INC,1800 S OXFORD AVE,2025-04-14,775000,860725
304,PKG PROPERTY GROUP LLC,CV3 FINANCIAL SERVICES LLC,1632 OAK GROVE DR,2025-04-14,1126000,1109500
305,VILLAS REAL ESTATE LLC,OCMBC INC,521 W 78TH ST,2025-04-14,785000,628000
306,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,3926 DOZIER ST,2025-04-11,500000,649769
307,10610 WELLWORTH LLC,HSBC BANK USA NA,10610 WELLWORTH AVE,2025-04-11,3095000,2476000
308,AMI CAPITAL LLC,QUANTA FINANCE INC,5850 BURWOOD AVE,2025-04-11,775000,982500
309,TRINIDAD WEST COAST INVESTMENTS LLC,NATIONAL LOAN FUNDING LLC,8401 S FIR AVE,2025-04-11,510000,433500
310,MEYER GOLDBERG LLC,BANK OF AMERICA NA,9000 W 3RD ST UNIT 502,2025-04-10,4995000,3996000
311,UNPACK & STAY LLC,ALEX J NORMAN AND MARGARET L N,10501 WILSHIRE BLVD UNIT 1014,2025-04-10,500000,250000
312,DEL MAR 51 LLC,VERUS RESIDENTIAL LOANCO LLC,1132 E 51ST ST,2025-04-10,800000,560000
313,DEL MAR 51 LLC,VERUS RESIDENTIAL LOANCO LLC,1223 E 35TH ST,2025-04-10,600000,420000
314,KIWISOL CORPORATION INC,ORCHARD FUNDING,2934 HAVEN ST,2025-04-10,603000,614641
315,RRP PHANTOM INVESTMENT GROUP LLC,MARION LAVETTE SMITH REVOCABLE,5328 W 62ND ST,2025-04-10,702000,701919
316,2831 OVERLAND LLC,OCMBC INC,2831 OVERLAND AVE,2025-04-10,1325000,993750
317,ST DESIGN AND DEVELOPMENT LLC,KIAVI FUNDING INC,1201 DOUGLAS ST,2025-04-10,799000,849200
318,5 STAR DISCOUNT HOMES LLC,ARIXA ENHANCED INCOME FUND LP,1354 E 108TH ST,2025-04-10,572500,1160000
319,OCEAN DEVELOPMENT INC,COGENT NUTRITION 401K,1510 E 108TH ST,2025-04-10,603000,805000
320,CLEARPOINT INVESTMENT GROUP LLC,IRON BRIDGE MORTGAGE FUND LLC,2156 W 108TH ST,2025-04-10,650000,568800
321,533 S RIMPAU LLC,MORGAN STANLEY PVT BANK NA,533 S RIMPAU BLVD,2025-04-09,9750000,6337500
322,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,BE IN MORTGAGE,9713 WILMINGTON AVE,2025-04-09,675000,662774
323,INVESTOLOGY LLC,KIAVI FUNDING INC,5334 HILLCREST DR,2025-04-08,860000,1112200
324,DAILYHOME INC LLC,KIAVI FUNDING INC,4508 7TH AVE,2025-04-08,690000,631000
325,FVR GROUP FORTY,QUANTA FINANCE INC,3972 HUBERT AVE,2025-04-08,4765909,1125006
326,ASCEND EQUITY HOLDINGS LLC,NATIONAL LOAN FUNDING LLC,3751 EDGEHILL DR,2025-04-07,850000,985500
327,REDUXN INVESTMENTS LLC,MARSHALL REDDICK MTG FUND LLC,3734 WELLINGTON RD,2025-04-07,1146000,1055000
328,HOUSE BY CV LLC,TEMPLE VIEW CAPITAL FUNDING LP,2242 W 29TH ST,2025-04-07,752000,749616
329,12017 HERBERT HOLDING LLC,HL3 SIERRA LLC,12017 HERBERT ST,2025-04-07,1232000,1587800
330,AUTHENTIC MODERN LLC,CENTER STREET LNDG VIII SPE LL,1927 RIPPLE ST,2025-04-07,850000,850500
331,ARCHWOOD HOLDINGS LLC,JON JULIANO REVOCABLE TRUST,3926 SUNSET DR,2025-04-07,565000,565000
332,WINGATE INVESTMENT GROUP LLC,ORCHARD FUNDING,5219 RUTHELEN ST,2025-04-04,600000,510000
333,PUTNEY MANAGEMENT LTD,QUANTA FINANCE INC,5103 PARKGLEN AVE,2025-04-04,1050000,1243325
334,209 E 31ST LLC,CL-LM RESI PURCHASER TRUST,1124 W 42ND ST,2025-04-04,1025000,1753125
335,MMJJJL INC,MTG RESEARCH LABORATORY INC,1217 S NORMANDIE AVE,2025-04-04,1250000,875000
336,1631 NORTON LLC,LOAN FUNDER LLC,1631 S NORTON AVE,2025-04-04,855000,1413000
337,3442 HOLDINGS LLC,KIAVI FUNDING INC,3442 E 3RD ST,2025-04-04,510000,459000
338,PLAZA STUDIO LLC,JPMORGAN CHASE BANK NA,2355 SUNSET PLAZA DR,2025-04-04,11600000,7540000
339,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GENWAY HOME MORTGAGE INC,950 W 46TH ST,2025-04-03,775000,760962
340,SOUTH COAST BUILDERS LLC,CAKE MORTGAGE CORP,6341 S VICTORIA AVE,2025-04-03,965000,675500
341,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,6030 LA PRADA ST,2025-04-03,1200000,1449000
342,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,6026 LA PRADA ST,2025-04-03,1200000,1445000
343,FOUNTAIN MARTEL INVESTMENTS LLC,KIAVI FUNDING INC,1308 N MARTEL AVE,2025-04-03,3300000,1200000
344,FOUNTAIN MARTEL INVESTMENTS LLC,KIAVI FUNDING INC,7317 FOUNTAIN AVE,2025-04-03,3300000,1275000
345,KASH CAPITAL LLC,US BANK NATIONAL ASSOCIATION,2245 WEYBRIDGE LN,2025-04-02,11450000,5500000
346,GM BUILDERS AND ASSOCIATES,WATERFALL BRIDGE CAPITAL LLC,146 N GUNSTON DR,2025-04-02,5000000,6250000
347,NORMANDIE VIEW LLC,JPMORGAN CHASE BANK NA,706 S NORMANDIE AVE,2025-04-02,10900000,8175000
348,2247 EARL LLC,CENTER STREET LNDG VIII SPE LL,2247 EARL ST,2025-04-02,1125000,1161142
349,SAS ENTERPRISE LLC,GENESIS CAPITAL LLC,1434 MCDUFF ST,2025-04-02,1615000,1800000
350,SAS ENTERPRISE LLC,GENESIS CAPITAL LLC,1431 PORTIA ST,2025-04-02,1615000,1800000
351,LA21G LLC,GENESIS CAPITAL LLC,1625 REXFORD DR,2025-04-02,2548000,3262500
352,8931 HELMS LLC,LONE OAK FUND LLC,8945 HELMS PL,2025-04-02,4400000,2200000
353,8931 HELMS LLC,LONE OAK FUND LLC,8939 HELMS PL,2025-04-02,4400000,2200000
354,1168 ND LLC,JPMORGAN CHASE BANK NA,1168 N DOHENY DR,2025-04-02,6650000,5000000
355,LUROX INVESTMENTS INC,PREMIUM FUNDING,1954 W 71ST ST,2025-04-02,660000,570000
356,MS83 INVESTMENTS LLC,WHGG II TRUST,1976 E 112TH ST,2025-04-02,465000,444000
357,MS83 INVESTMENTS LLC,WHGG TRUST,2110 N CORLETT AVE,2025-04-02,480000,454000
358,MADISON76 LLC,BANK OF AMERICA NA,252 ST PIERRE RD,2025-04-01,18475000,12000000
359,NEXT STEP LLC,SADAYUKI YAMATO TRUST,5548 EILEEN AVE,2025-04-01,750000,700000
360,LYONZDEN INVESTMENTS,ORCHARD FUNDING,4430 CIMARRON ST,2025-04-01,580000,605700
361,LYHO INVESTMENT GROUP LLC,GENESIS CAPITAL LLC,5953 GUTHRIE AVE,2025-04-01,1550000,1516300
362,ASSOCIATES NS LLC,KENNETH E ROSE 1994 TRUST,2808 MAPLE AVE,2025-04-01,500000,365000
363,HCVC LLC,KIAVI FUNDING INC,8460 TRUXTON AVE,2025-04-01,1325000,1305100
364,TLP 1 LLC,ANCHOR LOANS LP,5432 MARJAN AVE,2025-04-01,1485000,1562250
365,13036 MORNINGSIDE WAY LLC,TEMPLE VIEW CAPITAL FUNDING LP,13036 MORNINGSIDE WAY,2025-04-01,1600000,3369434
366,2565 VETERAN AVENUE LLC,HSBC BANK USA NA,2565 VETERAN AVE,2025-04-01,3625000,2300000
367,JCK CAPITAL LLC,BRIDGELOCK CAPITAL,4551 HUNTINGTON DR N,2025-04-01,800000,640000
368,TOP SHELF REAL ESTATE,CONVENTUS LLC,5336 STRATFORD RD,2025-04-01,935000,701250
369,MS83 INVESTMENTS LLC,WHGG TRUST,127 E 65TH ST,2025-04-01,450000,458000
370,RADICAL ENTERPRISES INC,ASPEN RETIREMENT FUND LLC,9402 WILMINGTON AVE,2025-04-01,450000,451300
371,11268 CASHMERE STREET LLC,ARCHWEST FUNDING LLC,11268 CASHMERE ST,2025-03-28,1675000,2053750
372,ARDMORE 770 LLC,HOMETOWN EQUITY MORTGAGE LLC,1047 W 48TH ST,2025-03-28,725000,580000
373,SUMMIT QOZB LLC,ARIXA ENHANCED INCOME FUND LP,1263 BROWNING BLVD,2025-03-28,1200000,2250000
374,6142 S HOBART LLC,CENTER STREET LNDG VIII SPE LL,3918 S NORMANDIE AVE,2025-03-28,1025000,1952000
375,121 MATHEWS LP,KEYBANK NATIONAL ASSOCIATION,119 N MATHEWS ST,2025-03-28,1300000,9539500
376,6018 BRYNHURST LP,KEYBANK NATIONAL ASSOCIATION,6018 BRYNHURST AVE,2025-03-28,1490000,11887000
377,1247 ENTERPRISES LLC,ARCHWEST FUNDING LLC,4029 EAST BLVD,2025-03-28,1700000,1891879
378,LOMA PARTNERS LLC,CONVENTUS LLC,2384 LOMA VISTA PL,2025-03-28,710000,1881565
379,I BUY UGLY HOMES INC,IRON BRIDGE MORTGAGE FUND LLC,5407 8TH AVE,2025-03-27,650000,585000
380,D & D CALIFORNIA INVESTMENT GROUP INC,KIAVI FUNDING INC,1162 E 46TH ST,2025-03-27,450000,532600
381,5 STAR DISCOUNT HOMES LLC,ARIXA ENHANCED INCOME FUND LP,6006 2ND AVE,2025-03-27,500000,660000
382,12107 MARINE LLC,CONVENTUS LLC,12107 MARINE ST,2025-03-27,1850000,3065930
383,MR REHAB,LEGACY LENDING LLC,3771 GLENFELIZ BLVD,2025-03-27,1300000,1147500
384,SPC LA RENTAL 3 LLC,CONVENTUS LLC,845 W 82ND ST,2025-03-27,965000,937260
385,BAILEYS PLACE II LLC,INDIGO DIRECT LENDING LLC,1831 W 54TH ST,2025-03-26,1250000,1072500
386,3289 KELTON AVENUE LLC,ARCHWEST FUNDING LLC,3289 KELTON AVE,2025-03-26,1000000,1520000
387,2441 HARWOOD LLC,CV3 FINANCIAL SERVICES LLC,2441 HARWOOD ST,2025-03-26,926000,1553526
388,NC ELEVATE INVESTMENTS LLC,KIAVI FUNDING INC,1015 LARKER AVE,2025-03-26,1330000,1256200
389,RHEMA 12 LLC,ANCHOR LOANS LP,800 E 90TH ST,2025-03-26,462500,558600
390,DUOWEI ENTERPRISES,KIAVI FUNDING INC,2151 W 108TH ST,2025-03-26,665000,654600
391,KEYSTONE CAPITAL PARTNERS LLC,KIAVI FUNDING INC,256 S BENTLEY AVE,2025-03-25,2500000,2590000
392,MINDFUL TRANSPORTATION INCORPORATION,QUANTA FINANCE INC,420 S SAN PEDRO ST APT 102,2025-03-25,545000,503713
393,AVMM LLC,RFLF 4 LLC,3144 ATWATER AVE,2025-03-25,1025000,1507500
394,CHOCTAW AMERICAN INSURANCE INC,LAND HOME FIN'L SERVICES INC,11115 EVERS AVE,2025-03-25,500000,490943
395,FOTS INVESTMENTS LLC,CENTER STREET LNDG VIII SPE LL,2410 8TH AVE,2025-03-24,890000,851700
396,SILVER SANDS GROUP LLC,JPMORGAN CHASE BANK NA,7001 W 83RD ST,2025-03-24,1900000,1200000
397,4J ST THERESA LLC,FFB BANK,3967 SAWTELLE BLVD,2025-03-24,2000000,1520000
398,BASAD LLC,CHURCHILL FUNDING I LLC,3937 MARCASEL AVE,2025-03-24,2080000,3145000
399,ANEROL LLC,KIAVI FUNDING INC,944 ROBINSON ST,2025-03-24,810000,1040000
400,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,2426 W AVENUE 33,2025-03-24,1007000,1054000
401,RJE ARCHITECURAL DESIGN LLC,ACCOLEND LLC,2005 AMES ST,2025-03-24,1650000,1987900
402,BOY AND THE DOG LLC,CENTER STREET LNDG VIII SPE LL,2057 S OXFORD AVE,2025-03-21,1140000,1154300
403,DEPICTEUR INC,KIAVI FUNDING INC,3127 BALDWIN ST,2025-03-21,600000,789900
404,FREEHOLD LLC,PROVIDENT TRUST GROUP LLC,12035 NAVY ST,2025-03-21,1775000,1242000
405,WRT INVESTMENTS INC,ANCHOR LOANS LP,833 E 101ST ST,2025-03-21,460000,604000
406,MS83 INVESTMENTS LLC,WHGG TRUST,2109 E 113TH ST,2025-03-21,485500,468000
407,VASAM INVESTMENTS INC,ELEVEN ZEN LLC,5340 6TH AVE,2025-03-20,625000,550000
408,E-SQUARED INVESTMENTS LLC,KIAVI FUNDING INC,3481 ST SUSAN PL,2025-03-20,1810000,1928200
409,MC HAMLET PROPERTIES LLC,AXOS BANK,215 NEWLAND ST,2025-03-20,4500000,3150000
410,FIRST CLASS DEVELOPMENTS LLC,BLUSTEIN TAMARA,4319 MELBOURNE AVE,2025-03-20,1225000,980000
411,PEN GROUP LLC,AMERITRUST MTG CORPORATION,12007 SYLVESTER ST,2025-03-19,1075000,806250
412,PEN GROUP LLC,AMERITRUST MTG CORPORATION,12001 SYLVESTER ST,2025-03-19,1190000,870000
413,IESMT LLC,LH INVESTMENT TRUST,576 NEVA PL,2025-03-19,990000,795000
414,2757 OVERLAND LLC,ORCHARD FUNDING,2757 OVERLAND AVE,2025-03-18,1520000,2065360
415,TAI LI REALTY,SHEREN BONNIE,5452 MOUNT HELENA AVE,2025-03-18,1545000,1295000
416,HSUPERIOR LLC,TSASU LLC,584 N PLYMOUTH BLVD,2025-03-18,1480000,2058000
417,DEVELOPMENT STUDIO LA LLC,KIAVI FUNDING INC,3816 S HARVARD BLVD,2025-03-17,724000,857900
418,OCEAN DEVELOPMENT INC,GLADIEUX KEITH,877 E 47TH ST,2025-03-17,599000,525000
419,AVOCADO DEVELOPMENT II LLC,ARCHWEST FUNDING LLC,1635 N OGDEN DR,2025-03-17,2362500,2686540
420,EZ BUILDERS LLC,SPREO CAPITAL MANAGER LLC,3430 MOUNTAIN VIEW AVE,2025-03-14,1860000,3055000
421,OCEAN DEVELOPMENT INC,FORGE TRUST CO,409 E 104TH ST,2025-03-14,550000,550000
422,BYE BYE HOUSE INC,CENTER STREET LNDG VIII SPE LL,11333 MONTANA AVE,2025-03-13,1795000,1871949
423,BTW INVESTMENTS INC,HL3 SIERRA LLC,1701 5TH AVE,2025-03-13,750000,637500
424,COURAGES INVESTORS LLC,ORCHARD FUNDING,1252 N BONNIE BEACH PL,2025-03-13,320000,378000
425,VERITAS REAL ESTATE LLC,CENTER STREET LNDG VIII SPE LL,507 S NORTON AVE,2025-03-13,1485000,1585195
426,BRADSHAWE INVESTMENTS LLC,BERCHENKO GARY,711 BRADSHAWE AVE,2025-03-13,550000,560000
427,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,PANORAMA MORTGAGE GROUP LLC,805 W 56TH ST,2025-03-12,720000,706959
428,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GENWAY HOME MORTGAGE INC,3226 INEZ ST,2025-03-12,670000,657864
429,MORGAN PROPERTIES FOUR LLC,PACIFIC PREMIER BANK,4819 CONVERSE ST,2025-03-12,825000,10000000
430,MDP4 LLC,CHURCHILL FUNDING I LLC,11930 LAWLER ST,2025-03-12,2000000,1600000
431,6142 S HOBART LLC,CENTER STREET LNDG VIII SPE LL,6142 S HOBART BLVD,2025-03-12,1030000,1689800
432,WALDEN CAPITAL GROUP LLC,ORCHARD FUNDING,1547 W 69TH ST,2025-03-12,510000,540000
433,LUVITUS HOLDINGS LLC,RWA TRUST,11001 W SUNSET BLVD,2025-03-11,8800000,8800000
434,AUDUBON PROPERTIES LLC,KIAVI FUNDING INC,444 E 31ST ST,2025-03-11,440000,453100
435,12387 HERBERT LLC,ALLSTATE LENDING GROUP INC,12387 HERBERT ST,2025-03-11,1100000,750000
436,NEWSHIRE INVESTMENTS INC,GENESIS CAPITAL LLC,1045 W 92ND ST,2025-03-11,690000,517500
437,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GEO-CORP INC,11107 COMPTON AVE,2025-03-11,530000,520400
438,VIRGO H INV LLC,KIAVI FUNDING INC,1412 W 93RD ST,2025-03-10,600000,637400
439,SRED X LP,GENESIS CAPITAL LLC,366 COMSTOCK AVE,2025-03-07,6018000,4513500
440,FVR GROUP THIRTYSIX LLC,QUANTA FINANCE INC,1248 S ORANGE DR,2025-03-07,1550000,1606000
441,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,230 N ALVARADO ST,2025-03-07,715000,829000
442,GOMLIN PROPERTIES LLC,NATHAN SUGIMOTO AND CHRISTINE,433 S KERN AVE,2025-03-07,775000,500000
443,4033 MOORE HOLDING LLC,HL3 SIERRA LLC,4033 MOORE ST,2025-03-07,1250000,1462500
444,JANERATION LLC,NCL EAGLEPOINT INVESTMENTS LLC,3828 LAVELL DR,2025-03-07,630000,472500
445,610 N CURSON AVE LLC,CAKE MORTGAGE CORP,610 N CURSON AVE,2025-03-07,1500000,1200000
446,BLUE BIRD DESIGN,CENTER STREET LNDG VIII SPE LL,5117 BOHLIG RD,2025-03-06,692000,682592
447,BAYVIEW SOCAL HOMES LLC,GENESIS CAPITAL LLC,933 S SYCAMORE AVE,2025-03-05,1650000,2295000
448,GIBSON HOUSE LLC,GENESIS CAPITAL LLC,2961 ANGUS ST,2025-03-05,2100000,2475000
449,CUELLAR GROUP INC,AEGIS ASSET BACKED SECURITIES,1629 E 114TH ST,2025-03-05,418000,457000
450,DANNYS STONE LLC,VELOCITY COMMERCIAL CAP LLC,2366 E 119TH ST,2025-03-05,500000,551800
451,1101 CASIANO RD LLC,UNITAS FUNDING LLC,1101 CASIANO RD,2025-03-04,2125000,3080450
452,1768 SOUTH SHERBOURNE LLC,ARIXA CAPITAL ADVISORS LLC,1768 S SHERBOURNE DR,2025-03-04,1640000,2360000
453,SKY LIVING INVESTMENTS LLC,KIAVI FUNDING INC,9613 WILMINGTON AVE,2025-03-04,360000,360000
454,12114 INAVALE LLC,ARIXA ENHANCED INCOME FUND LP,12114 INAVALE PL,2025-03-03,2800000,4500000
455,CHARITON5502 LLC,PROVIDENT TRUST GROUP LLC,5502 S CHARITON AVE,2025-03-03,1448000,895000
456,CROFT VENTURES LLC,BANK OF AMERICA NA,453 N CROFT AVE,2025-03-03,1950000,1560000
457,LILY OF THE VALLEY LLC,BANK IRVINE,1940 BEL AIR RD,2025-02-28,20000000,14000000
458,2 INFINITY GROUP LLC,KIAVI FUNDING INC,3972 HUBERT AVE,2025-02-28,1050000,1123500
459,CHIMAY ENTERPRISES LLC,ANCHOR LOANS LP,1189 CRENSHAW BLVD,2025-02-28,1200000,1318033
460,40TH PROPERTIES LLC,CHANGE LENDING LLC,736 E 40TH PL,2025-02-28,550000,467500
461,MF REAL ESTATE INVESTMENT LLC,GENESIS CAPITAL LLC,6600 W 86TH PL,2025-02-28,1040000,832000
462,MF REAL ESTATE INVESTMENT LLC,GENESIS CAPITAL LLC,1938 BUTLER AVE,2025-02-28,1525000,1220000
463,WOLF REXFORD LLC,POWER EXPRESS MORTGAGE BANKERS,1514 REXFORD DR,2025-02-28,1750000,925000
464,4519 FINLEY LLC,ARIXA ENHANCED INCOME FUND LP,4519 FINLEY AVE,2025-02-28,1487500,3500000
465,BDK SELLS HOMES INC,CENTER STREET LNDG VIII SPE LL,318 W GAGE AVE,2025-02-28,390000,386750
466,BDK SELLS HOMES INC,CENTER STREET LNDG VIII SPE LL,322 W GAGE AVE,2025-02-28,430000,420750
467,AVDB INVESTMENTS LLC,ORCHARD FUNDING,4822 6TH AVE,2025-02-27,750000,835200
468,3550 WESTERN LLC,MOADEL MOOSA,2608 S RIMPAU BLVD,2025-02-27,849000,594000
469,JMP INVESTMENTS INC,NADEL & ASSOCIATES PSP,2428 ZONAL AVE,2025-02-27,510000,382500
470,1435 HOME LLC,KIAVI FUNDING INC,2426 W AVENUE 30,2025-02-27,1050000,1078500
