id,buyerName,lenderName,address,recordingDate,saleValue,loanAmount
1022,UNDERDOG AMERICA LLC,RTSK PARTNERS LLC,1115 E 75TH ST,2024-09-17,1175000,744250
1023,DELLANIMA LLC,WELLS FARGO BANK NA,2275 STRADELLA RD,2024-09-16,3780000,2986200
1024,AXOS PROPERTIES INCORPORATED,KIAVI FUNDING INC,4160 HUBBARD ST,2024-09-16,400000,487500
1025,MD SELECT PORTFOLIO LLC,COREVEST AMERICAN FIN LNDR LLC,4243 W 58TH PL,2024-09-16,915000,990000
1026,RECR8 INC,CENTER STREET LNDG VIII SPE LL,4908 STRATFORD RD,2024-09-16,950000,1087500
1027,VINCULUM MUSIC LLC,ARIXA CAPITAL ADVISORS LLC,358 S MANSFIELD AVE,2024-09-16,2750000,2375000
1028,NEIGHBORHOOD HOME OFFER LLC,KIAVI FUNDING INC,1847 W 74TH ST,2024-09-16,620000,644600
1029,MANDEVILLE OASIS PARTNERS LLC,GENESIS CAPITAL LLC,1736 MANDEVILLE LN,2024-09-13,4900000,3920000
1030,NEXT STEP LLC,JEWEL NEVADA LLC,3401 W 41ST ST,2024-09-13,935000,900000
1031,GI PROPERTY 96 LLC,INFINITY BANK,1857 CLYDE AVE,2024-09-13,925000,647500
1032,ABN ACQUISITIONS LLC,KIAVI FUNDING INC,3009 VISTA CREST DR,2024-09-13,662000,812600
1033,JEK EQUITY & INVESTMENTS LLC,KIAVI FUNDING INC,3420 LIFUR AVE,2024-09-13,520000,589200
1034,VAHAN SARKISSIAN INC,AIAA HOME HOLDINGS LLC,3012 HYPERION AVE,2024-09-13,1020000,600000
1035,APEX AVENUE LLC,CITY NATIONAL BANK,1935 APEX AVE,2024-09-13,1220000,793000
1036,AMI CAPITAL LLC,QUANTA FINANCE INC,125 S AVENUE 60,2024-09-13,875000,1049625
1037,WRT INVESTMENTS INC,ANCHOR LOANS LP,12219 S CENTRAL AVE,2024-09-13,500000,520000
1038,CRESPO HOLDINGS CO LLC,ORCHARD FUNDING,6109 NORTHSIDE DR,2024-09-13,558000,574200
1039,HAVERSTOCK RD LLC,ANCHOR LOANS LP,1651 S WILTON PL,2024-09-12,679000,1115775
1040,8029 EL MANOR AVE LLC,DCB INVESTMENTS LLC,8029 EL MANOR AVE,2024-09-12,1850000,750000
1041,LA21X LLC,ARIXA ENHANCED INCOME FUND LP,3151 QUEENSBURY DR,2024-09-12,2400000,2860000
1042,MR REHAB INC,LEGACY LENDING LLC,2020 MAYVIEW DR,2024-09-12,800000,720000
1043,CHAHAL SHAH ESTATE LLC,E MORTGAGE CAPITAL INC,8823 S FIGUEROA ST,2024-09-12,1425000,926250
1044,EIFFEL INVESTMENT LLC,GENERAL MORTGAGE CAPITAL CORP,3006 HALLDALE AVE,2024-09-11,850000,595000
1045,LUCERNE LIVING LLC,MELWANI SHERRY,1160 S LUCERNE BLVD,2024-09-11,950000,150000
1046,DAVIS PROPERTY DEVELOPEMNT LLC,KIAVI FUNDING INC,4454 LOWELL AVE,2024-09-11,665000,719700
1047,10436 CHEVIOT LLC,LOAN FUNDER LLC,10436 CHEVIOT DR,2024-09-11,2500000,2660000
1048,DOUBLE EAGLE INVESTMENTS LLC,STIFEL BANK AND TRUST,5726 W 76TH ST,2024-09-10,1000000,750000
1049,MAD CAPITAL LLC,GENESIS CAPITAL LLC,1875 KELTON AVE APT 104,2024-09-10,975000,877500
1050,APENCO LLC,DAVID AND ROBIN BERGER INTER V,654 W 98TH ST,2024-09-10,350000,300000
1051,SSHT REAL ESTATE LLC,3STEPS LIMITED,172 W MARTIN LUTHER KING JR BLVD,2024-09-09,670000,420000
1052,OCEAN DEVELOPMENT INC,FORGE TRUST CO,6208 BRYNHURST AVE,2024-09-09,765000,600000
1053,EWA CAPITAL LLC,HL3 SIERRA LLC,2626 CRESTMOORE PL,2024-09-09,849500,906200
1054,48TH PLACE LLC,EMPORIUM TPO LLC,151 E 47TH ST,2024-09-06,725000,580000
1055,FIRST SKY PROPERTIES LLC,LOAN FUNDER LLC,6727 ALVERN ST,2024-09-06,1550000,1565955
1056,TESORO JOY LLC,KIAVI FUNDING INC,3735 LATROBE ST,2024-09-06,625000,749600
1057,2370 KELTON AVE LLC,LOAN FUNDER LLC,2370 KELTON AVE,2024-09-06,1300000,1755000
1058,HACKNEY DIAMONDS LLC,BANK OF AMERICA NA,2633 ZORADA DR,2024-09-06,2908000,2326400
1059,RHERRERA AND THE KIDS LLC,KIAVI FUNDING INC,6419 BONSALLO AVE,2024-09-06,510000,536200
1060,BONGA BEAR LLC,CITIBANK NA,2142 CENTURY PARK LN APT 112,2024-09-05,1235000,976270
1061,BM CAPITAL LLC,JPMORGAN CHASE BANK NA,543 PERUGIA WAY,2024-09-05,12751000,7000000
1062,5308 VICTORIA HOLDING LLC,QUANTA FINANCE INC,5308 S VICTORIA AVE,2024-09-05,780000,1012563
1063,FG HOMES LLC,QUANTA FINANCE INC,5308 S VICTORIA AVE,2024-09-05,677500,775875
1064,1677 HARVARD LLC,GEORGE GERONSIN DEFINED BENEFI,1677 S HARVARD BLVD,2024-09-05,1550000,900000
1065,AMI CAPITAL LLC,QUANTA FINANCE INC,6602 BRYNHURST AVE,2024-09-05,750000,802500
1066,PICKLEBALLERS SOCIAL INC,RM ENTERPRISES LLC,8631 LOOKOUT MOUNTAIN AVE,2024-09-05,1035000,825000
1067,KING CAPSULE CORP INC,KIAVI FUNDING INC,732 W 117TH ST,2024-09-05,500000,599900
1068,UPFRONT HOME BUYERS LLC,ROBERT E MOEHLMAN TRUST,1106 W 48TH ST,2024-09-04,575000,605000
1069,ELYSIAN INNOVATIONS LLC,KIAVI FUNDING INC,2933 THURMAN AVE,2024-09-04,895000,1016000
1070,AVRO PROPERTIES LLC,KIAVI FUNDING INC,4431 VICTORIA PARK PL,2024-09-04,1200000,1072500
1071,JEK EQUITY & INVESTMENTS LLC,KIAVI FUNDING INC,3211 PUEBLO AVE,2024-09-04,770000,807500
1072,KYLEB ESTATES LLC,KIAVI FUNDING INC,2328 GRIFFITH PARK BLVD,2024-09-04,995000,1031300
1073,FIFTY-THREE CASE LLC,KIAVI FUNDING INC,660 SILVER LAKE BLVD,2024-09-04,925000,952700
1074,LAJOMA CORPORATION,ANCHOR LOANS LP,161 W 82ND ST,2024-09-03,460000,414000
1075,MOPANE INVESTMENTS LLC,LENDINGONE LLC,1659 ROOSEVELT AVE,2024-08-30,760000,570000
1076,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,PANORAMA MORTGAGE GROUP LLC,1446 MALVERN AVE,2024-08-30,1200000,1159950
1077,LA21G LLC,GENESIS CAPITAL LLC,8024 STEWART AVE,2024-08-30,1430000,2373386
1078,PERFECT DESIGN PRO LLC,CA TD INVESTMENTS INC,4039 MICHAEL AVE,2024-08-30,1400000,1000000
1079,SUNLAND HILLS LLC,HELAINA PROPERTIES LLC,9032 CRESCENT DR,2024-08-30,1950000,204841
1080,4989 VINCENT LLC,KIAVI FUNDING INC,1327 BRAMPTON RD,2024-08-30,1215000,1387400
1081,4541 MELBOURNE LLC,ARIXA ENHANCED INCOME FUND LP,4541 MELBOURNE AVE,2024-08-29,1215000,2150000
1082,GI PROPERTY 97 LLC,CONVENTUS LLC,2046 S BURNSIDE AVE,2024-08-28,915000,1091160
1083,EWA CAPITAL LLC,HL3 SIERRA LLC,4365 MCLAUGHLIN AVE APT 25,2024-08-28,830000,848500
1084,NOBLE SHELTER LLC,GENESIS CAPITAL LLC,704 N OCCIDENTAL BLVD,2024-08-28,950000,1050000
1085,BLT PROPERTIES SGV LLC,ANCHOR LOANS LP,2701 JALMIA DR,2024-08-28,1670000,1693340
1086,MS83 INVESTMENTS LLC,GENESIS CAPITAL LLC,142 E 64TH ST,2024-08-28,510000,459000
1087,OCEAN DEVELOPMENT INC,MARK J CASTELLANET IRA,5526 S WILTON PL,2024-08-27,620000,720000
1088,LA21X LLC,ARIXA ENHANCED INCOME FUND LP,2803 CARDIFF AVE,2024-08-27,1925000,2688000
1089,OCCIDENTAL RENTALS LLC,GREENBOX LOANS INC,4130 TRACY ST,2024-08-27,2100000,1400000
1090,VILLAS REAL ESTATE LLC,LOAN FUNDER LLC,8407 MAIE AVE,2024-08-27,620000,609500
1091,WISE INVESTMENTS LLC,REAL PROP FUNDING GROUP LLC,4215 S NORTON AVE,2024-08-26,740000,945000
1092,EWA CAPITAL LLC,HL3 SIERRA LLC,1316 ALLESANDRO ST,2024-08-26,960000,1064000
1093,OIKOS REAL ESTATE,KIAVI FUNDING INC,1726 W 52ND ST,2024-08-23,645000,657900
1094,HARBOR HOMES LLC,INVESTORS CHOICE,4813 11TH AVE,2024-08-23,755000,697000
1095,BELS DESIGN LLC,JAZZ REINSURANCE COMPANY,4190 YORK BLVD,2024-08-23,980000,958900
1096,DUNN DEVELOPMENT II LLC,CENTER STREET LNDG VIII SPE LL,801 E 84TH PL,2024-08-23,579500,1257000
1097,DIN DOH MO LA1 LLC,CONVENTUS LLC,3906 BRIGHTON AVE,2024-08-22,802500,641680
1098,S & A SOLUTIONS LLC,CENTER STREET LNDG VIII SPE LL,1479 CAMPUS RD,2024-08-22,1320000,1373580
1099,3A PARC LLC,SPREO CAPITAL MANAGER LLC,10122 EMPYREAN WAY APT 102,2024-08-21,2175500,2515000
1100,ERIC LOWELL JAMES ANTHONY LLC,JPMORGAN CHASE BANK NA,6006 COMEY AVE,2024-08-21,4300000,1950000
1101,GI PROPERTY 87 LLC,ANCHOR LOANS LP,200 N DILLON ST,2024-08-21,900000,540000
1102,3613 INGLEWOOD LLC,GENESIS CAPITAL LLC,3613 INGLEWOOD BLVD,2024-08-21,1700000,1360000
1103,2355 GLOVER LLC,SPREO CAPITAL MANAGER LLC,2355 GLOVER PL,2024-08-21,900000,1604000
1104,RUAH PROPERTIES LLC,TWIN CAPITAL INCOME FUND LLC,3319 SEYMOUR ST,2024-08-21,675000,520000
1105,LA21X LLC,ARIXA ENHANCED INCOME FUND LP,2234 MIDVALE AVE,2024-08-21,1650000,2300000
1106,345 S HUDSON AVE LLC,JPMORGAN CHASE BANK NA,345 S HUDSON AVE,2024-08-21,21000000,14700000
1107,MOPANE INVESTMENTS LLC,LENDINGONE LLC,802 E 25TH ST,2024-08-20,650000,520000
1108,2671 ANCHOR AVE LLC,ANCHOR LOANS LP,2671 ANCHOR AVE,2024-08-20,2500000,2000000
1109,LOS TILOS LLC,CENTER STREET LNDG VIII SPE LL,6911 LOS TILOS RD,2024-08-20,2295000,2460750
1110,HORIZON HOMES LLC,CENTER STREET LNDG VIII SPE LL,137 E AVENUE 43,2024-08-19,825000,952500
1111,TWO LOLETA LLC,LEGACY LENDING LLC,5720 STRATFORD RD,2024-08-19,992000,1143200
1112,SOMLO HOLDINGS LLC,CENTER STREET LNDG VIII SPE LL,6616 DENVER AVE,2024-08-19,485000,656500
1113,DOS NOCHES INVESTMENTS LLC,POWER EXPRESS MORTGAGE BANKERS,1155 S RIMPAU BLVD,2024-08-16,2003500,1302000
1114,WOLFPAK INVESTMENTS INC,ZEOLLA MARBLE COMPANY INC,1503 FEDERAL AVE,2024-08-16,1200000,1000000
1115,LA DESIGNER HOMES LLC,TALIMAR INCOME FUND I LLC,1825 W 84TH PL,2024-08-16,632000,663125
1116,RHEMA 12 LLC,KIAVI FUNDING INC,112 W 97TH ST,2024-08-16,440000,552700
1117,NAVY ESTATE GROUP LLC,JPMORGAN CHASE BANK NA,15455 MILLDALE DR,2024-08-15,5145000,4116000
1118,ALEXIS RE HOLDINGS INC,TISHERMAN FAMILY TRUST,4405 SPRINGDALE DR,2024-08-15,975000,750000
1119,2536 W 5TH LLC,NEW WAVE LENDING GROUP INC,2536 W 5TH ST,2024-08-15,900000,585000
1120,KAHAL CHASIDIM SHEARIS YAAKOV,ABLE INVESTMENT SERVICES LLC,1470 S DOHENY DR,2024-08-15,1900000,1235000
1121,LA21X LLC,ARIXA CAPITAL ADVISORS LLC,10547 DUNLEER DR,2024-08-15,2150000,2750000
1122,SOCIETE DE DEVELOPPEMENT IMMOBILIER SDI LLC,KIAVI FUNDING INC,5252 RANGE VIEW AVE,2024-08-15,1000000,1150000
1123,NELA VALUE FUND I INC,KIAVI FUNDING INC,744 N OGDEN DR,2024-08-15,1750000,1688900
1124,HARVARD APTS LLC,FINANCIAL PARTNERS CU,6318 S HARVARD BLVD,2024-08-15,1100000,825000
1125,CASA COMMON LLC,KIAVI FUNDING INC,3905 MONTCLAIR ST,2024-08-14,800000,794900
1126,4161 SUNNYSIDE LLC,GHANNADI JAMAL,6451 FIREBRAND ST,2024-08-14,1295000,1500000
1127,GREEN MONARCH INVESTMENT CORP,VELARDE FAMILY TRUST,3152 ATWATER AVE,2024-08-14,1035000,725000
1128,KEYSTONE CAPITAL PARTNERS LLC,QUANTA FINANCE INC,1870 COMSTOCK AVE,2024-08-14,1900000,2010000
1129,ACE NIGHTINGALE LLC,D & A INTERNATIONAL INVESTMENT,9211 NIGHTINGALE DR,2024-08-14,21000000,9700000
1130,OCEAN DEVELOPMENT INC,GLADIEUX KEITH,127 W 93RD ST,2024-08-14,570000,500000
1131,1531E92NDST LLC,HOMEXPRESS MORTGAGE CORP,1531 E 92ND ST,2024-08-14,1140000,855000
1132,GI PROPERTY 90 LLC,CONVENTUS LLC,1460 S BURNSIDE AVE,2024-08-13,1135000,1349501
1133,ALEXIS RE HOLDINGS INC,APEX PROCESS SYSTEMS PROFIT SH,2221 VIRGINIA RD,2024-08-13,1110000,1230000
1134,PERCY ST LLC,FINANCIAL PARTNERS CU,3648 PERCY ST,2024-08-13,2500000,1560000
1135,DT ENTERPRISES LLC,CENTER STREET LNDG VIII SPE LL,2814 IDELL ST,2024-08-13,845000,815850
1136,PROPERTIES4YOU LLC,GENESIS CAPITAL LLC,6234 HILLANDALE DR,2024-08-13,890000,801000
1137,BRIARWOOD DEVELOPMENTS LLC,KIAVI FUNDING INC,323 S ORANGE DR,2024-08-13,1675000,1999900
1138,SOCAL INNOVATIVE GROUP LLC,PARK PLACE FINANCE LLC,609 S HIGHLAND AVE,2024-08-13,1980000,1890000
1139,SOCAL CONSTRUCTION GROUP INC,M & A ENTERPRISE LLC,605 W 107TH ST,2024-08-13,535000,535000
1140,COIN ARK W 18TH ST LLC,US BANK NATIONAL ASSOCIATION,4647 W 18TH ST,2024-08-12,3275000,1680000
1141,FVR GROUP ONE LLC,LOAN FUNDER LLC,4325 W 58TH PL,2024-08-12,920000,927500
1142,FAT INVESTMENTS LLC,ANCHOR LOANS LP,1432 KELLAM AVE,2024-08-12,1850000,2206480
1143,EDUD INVESTMENTS LLC,LONE OAK FINANCIALS LLC,10979 CHALON RD,2024-08-09,26000000,10000000
1144,LAJOMA CORPORATION,ANCHOR LOANS LP,5171 S WILTON PL,2024-08-09,640000,576000
1145,F & S LAND CO LLC,FIRST CHOICE FUNDING INC,2051 W 30TH ST,2024-08-09,640000,544000
1146,LAJOMA CORPORATION,ANCHOR LOANS LP,3818 CRAWFORD ST,2024-08-09,670000,603000
1147,COASTAL OAK CAPITAL INE,KIAVI FUNDING INC,5822 MADDEN AVE,2024-08-09,590000,606000
1148,RUAH PROPERTIES LLC,TWIN CAPITAL INCOME FUND LLC,2353 ARTHUR ST,2024-08-09,680000,540000
1149,PARADIGM COLLABORATION LLC,CENTER STREET LNDG VIII SPE LL,4764 WIOTA ST,2024-08-09,885000,1120000
1150,SIMPLE BUY LLC,COREVEST AMERICAN FIN LNDR LLC,3406 S DUNSMUIR AVE,2024-08-08,1000000,1095000
1151,ATLANTIC PACIFIC REDEVELOPMENT LLC,ANCHOR LOANS LP,1940 S LA SALLE AVE,2024-08-08,1080000,1320931
1152,HOUSE OF ROLISON LLC,SPRCO CAPITAL MANAGER LLC,1524 SUNSET PLAZA DR,2024-08-08,2850000,3000000
1153,R & K MGMT FIRM INC,OCMBC INC,11863 AVALON BLVD,2024-08-08,525000,420000
1154,ANGEL INVESTMENTS LLC,INVESTORS CHOICE,4913 LYNNFIELD ST,2024-08-07,763500,490000
1155,J MARQZ INVESTMENTS LLC,LOAN FUNDER LLC,1902 ROSCOMARE RD,2024-08-06,2008500,2144955
1156,LUXUM CAPITAL LLC,LOAN FUNDER LLC,284 S CORONADO ST,2024-08-06,750000,907000
1157,LA LEGEND BUILDERS LLC,SPREO CAPITAL MANAGER LLC,3045 E 5TH ST,2024-08-06,670000,854500
1158,AMI CAPITAL LLC,QUANTA FINANCE INC,2842 W AVENUE 33,2024-08-06,910000,1201700
1159,KLT INVESTMENT GROUP LLC,SUMMIT CAP LLC PENSION PLAN,829 EL PASO DR,2024-08-06,920000,552000
1160,GOOD MOOD STUDIO INC,KIAVI FUNDING INC,1351 N ORANGE DR APT 219,2024-08-06,345000,270000
1161,500 ODT LLC,ARIXA ENHANCED INCOME FUND LP,1547 W 82ND ST,2024-08-06,685000,1315000
1162,B1-2-B1 INVESTMENTS INC,KIAVI FUNDING INC,728 S ARIZONA AVE,2024-08-05,660000,792900
1163,SELESTIAL JOY LLC,EAST WEST BANK LOAN SERVICING,3329 DIVISION ST,2024-08-05,530000,450000
1164,DB RESIDENTIAL LLC,CONVENTUS LLC,2926 W 73RD ST,2024-08-02,700000,630000
1165,SHUFU LLC,LOAN FUNDER LLC,1093 W KENSINGTON RD,2024-08-02,1230000,1257000
1166,HH & TJY INVESTMENT CO,HL3 SIERRA LLC,4300 AMBROSE AVE,2024-08-02,1200000,1080000
1167,LOS ANGELES PARTNERSHIP LLC,KIAVI FUNDING INC,1336 W 73RD ST,2024-08-02,755000,787400
1168,MS83 INVESTMENTS LLC,GENESIS CAPITAL LLC,220 E 98TH ST,2024-08-02,440000,396000
1169,MS83 INVESTMENTS LLC,GENESIS CAPITAL LLC,837 W 98TH ST,2024-08-02,450000,405000
1170,ASCEND EQUITY HOLDINGS LLC,DIVERSIFIED INCOME STRATEGY FU,5746 FALLSGROVE ST,2024-08-01,987500,1017000
1171,HOME INVESTMENTS LOS ANGELES LLC,EASY STREET CAPITAL CA LLC,219 W 52ND ST,2024-08-01,640000,541140
1172,LUX MANAGEMENT II LLC,EMPORIUM TPO LLC,219 W 51ST ST,2024-08-01,525000,393750
1173,5911 MIRAMONTE LLC,BARH DUNMORE LLC ISAOA,5911 MIRAMONTE BLVD,2024-08-01,820000,1616160
1174,LUNA FLIP LLC,QUANTA FINANCE INC,10515 HICKORY ST,2024-08-01,435000,466725
1175,PROVIDENT INVESTMENTS LLC,CENTER STREET LNDG VIII SPE LL,452 LACONIA BLVD,2024-08-01,570000,521500
1176,FIFTY-THREE CASE LLC,OCMBC INC,915 S WOOSTER ST,2024-07-31,1750000,1400000
1177,GO LOS ANGELES PARTNERSHIP LLC,KIAVI FUNDING INC,526 W 49TH ST,2024-07-31,720000,757400
1178,TREC BUILDERS LLC,CV3 FINANCIAL SERVICES LLC,4151 W 63RD ST,2024-07-31,840000,1063890
1179,LA21X LLC,ARIXA ENHANCED INCOME FUND LP,3617 OCEAN VIEW AVE,2024-07-31,2000000,3000000
1180,STAYINLA LLC,ALLIED LENDING GROUP INC,3863 LATROBE ST,2024-07-31,740000,592000
1181,4309 TOLAND WAY LA LLC,HOUSEMAX FUNDING LLC,6409 COLGATE AVE,2024-07-31,1850000,2068800
1182,MD SELECT PORTFOLIO LLC,KIAVI FUNDING INC,5738 CHESLEY AVE,2024-07-30,1100000,1147700
1183,TLP 1 LLC,CENTER STREET LNDG VIII SPE LL,4608 DON MIGUEL DR,2024-07-30,1025000,828480
1184,INSPIRED LIFE INVESTMENTS LLC,CONVENTUS LLC,2045 S BURNSIDE AVE,2024-07-30,854000,925900
1185,TLP 1 LLC,CENTER STREET LNDG VIII SPE LL,5120 BEDFORD AVE,2024-07-30,1700000,1360000
1186,11840 STANWOOD DR LLC,CV3 FINANCIAL SERVICES LLC,11840 STANWOOD DR,2024-07-30,1960000,2069164
1187,316 CATALINA HOLDINGS LLC,ACG FUNDING INC,316 S CATALINA ST,2024-07-30,1650000,1237000
1188,WRT INVESTMENTS INC,ANCHOR LOANS LP,743 E 92ND ST,2024-07-30,560000,594000
1189,3100 BOCA CHICA MANAGEMENT LLC,LONE OAK FUND LLC,6112 SATURN ST,2024-07-29,1550000,930000
1190,JIK INVESTMENTS LLC,CHURCHILL FUNDING I LLC,1318 W 35TH PL,2024-07-29,1525000,1143750
1191,IDCS DESIGN & CONSTRUCTION LLC,KIAVI FUNDING INC,6727 7TH AVE,2024-07-29,625000,749400
1192,LUX MANAGEMENT II LLC,HAROONIAN DAVID,700 W 53RD ST,2024-07-26,500000,250000
1193,OCEAN DEVELOPMENT INC,MCCABE ROBERT,624 W 53RD ST,2024-07-26,600000,997000
1194,DOLORES REAMPLIFIED LLC,KIAVI FUNDING INC,6086 HARGIS ST,2024-07-26,1100000,1238900
1195,FSPROPERTYINVESTMENTS LLC,KIAVI FUNDING INC,4416 RADIUM DR,2024-07-26,550000,615100
1196,KB PREMIUM HOMES LLC,CONVENTUS LLC,2838 S BARRINGTON AVE,2024-07-26,1725000,1397000
1197,SAN INVESTMENT GROUP-5 LLC,BMO BANK NA,1278 MEADOWBROOK AVE,2024-07-25,2500000,1500000
1198,CASH ALL DAY BABY CORP,CENTER STREET LNDG VIII SPE LL,2321 WARWICK AVE,2024-07-24,795000,766157
1199,SLOAN CREST PROPERTIES LLC,JPMORGAN CHASE BANK NA,16460 SLOAN DR,2024-07-23,4325000,3460000
1200,SFC CALI HOME LLC,ORCHARD FUNDING,2249 W 30TH ST,2024-07-23,890000,864270
1201,GRE INVESMENT LLC,CENTER STREET LNDG VIII SPE LL,2326 THELMA AVE,2024-07-23,550000,525725
1202,CONTEMPORARY FRESH REMODELING LLC,KIAVI FUNDING INC,3573 ELLISON ST,2024-07-23,513000,163000
1203,GOLDEN POWER INVESTMENT LLC,ANCHOR LOANS LP,3521 W 60TH ST,2024-07-23,610000,645000
1204,IVANHOE MOUNTAIN LLC,CV3 FINANCIAL SERVICES LLC,3236 WAVERLY DR,2024-07-23,1925000,2257500
1205,3181 CARLYLE LLC,KIAVI FUNDING INC,3181 CARLYLE ST,2024-07-23,690000,772700
1206,PREMIER REALTY & ESTATES INC,EASY STREET CAPITAL CA LLC,1745 CAMINO PALMERO ST APT 107,2024-07-23,410000,307500
1207,EWA CAPITAL LLC,CENTER STREET LNDG VIII SPE LL,4413 LA CLEDE AVE,2024-07-23,950000,1057500
1208,NELA VALUE FUND I INC,RWA CREDIT SPV I LLC,1255 HILL DR,2024-07-23,1800000,1998000
1209,TEAM DOUGLAS REI LLC,PIASKY SOLUTIONS TRUST,4039 W 60TH ST,2024-07-22,850000,100000
1210,PARADA CAPITAL LLC,MACOY CAPITAL MORTGAGE LLC,1213 E 119TH ST,2024-07-22,750000,962500
1211,L & A FINANCIAL GROUP LLC,VONTIVE INC,5560 BRADNA DR,2024-07-19,900000,920701
1212,PROVIDENT INVESTMENTS LLC,CENTER STREET LNDG VIII SPE LL,4717 WALL ST,2024-07-18,585000,525000
1213,SKY LIVING INVESTMENTS LLC,KIAVI FUNDING INC,5171 S WILTON PL,2024-07-17,527000,537700
1214,2 INFINITY GROUP LLC,CENTER STREET LNDG VIII SPE LL,3927 WELLAND AVE,2024-07-17,1102000,1064200
1215,OCEAN DEVELOPMENT INC,KRALN CO LLC,1442 E 20TH ST,2024-07-17,635000,800000
1216,AMI CAPITAL LLC,QUANTA FINANCE INC,2376 LAKE VIEW AVE,2024-07-17,925000,1132900
1217,BLORT GROUP LLC,CENTER STREET LNDG VIII SPE LL,1519 COURTNEY AVE,2024-07-17,1725000,1721250
1218,TULE RIVER HOMEBUYER EARNED EQUITY AGENCY,GEO-CORP INC,1628 W 83RD ST,2024-07-17,775000,760962
1219,DLUCKY INC,MADISON CORP ADVISORY GROUP IN,6143 DENNISON ST,2024-07-17,550000,200000
1220,GREENVILLAGE LLC,MYF PARTNERS HIP LLC,1150 S SWALL DR,2024-07-16,1875000,700000
1221,ZOOR LLC,MIDFIRST BANK,4331 S BUDLONG AVE,2024-07-16,2550000,1657500
1222,HAUSER 26 LLC,BARZIV AND FAMILY TRUST,2416 HAUSER BLVD,2024-07-16,1200000,720000
1223,OCEAN DEVELOPMENT INC,GLADIEUX KEITH,634 E 23RD ST,2024-07-16,625000,550000
1224,BC PROPERTY INVESTMENTS LLC,EASY STREET CAPITAL CA LLC,3846 HARRIMAN AVE,2024-07-16,750000,747675
1225,THINK UP PROPERTY A INC,TEMPIO,2237 S BENTLEY AVE APT 302,2024-07-16,950000,1080000
1226,DRH RE GROUP LLC,ANCHOR LOANS LP,10327 GORMAN AVE,2024-07-16,460000,507800
1227,RAW ELEVATION LLC,RAPHAEL P & JANE C YEUNG LIVIN,1131 S ST ANDREWS PL,2024-07-15,970000,900000
1228,BOEING 555 LLC,SPREO CAPITAL MANAGER LLC,6005 BOEING PL,2024-07-15,1472500,1104000
1229,REMERCILE PROPRIETE LLC,EASY STREET CAPITAL CA LLC,6528 SHENANDOAH AVE,2024-07-15,1500000,1484000
1230,AMI CAPITAL LLC,QUANTA FINANCE INC,4022 MARCHENA DR,2024-07-15,1295000,1358900
1231,LKS ELECTRICT INC,ALLSTATE LENDING GROUP INC,4429 TRIGGS ST,2024-07-12,700000,400000
1232,COVIS GROUP INC,CONVENTUS LLC,3327 LOWELL AVE,2024-07-12,795000,802500
1233,JD PROPERTY INVESTMENTS LLC,CENTER STREET LNDG VIII SPE LL,3460 W 71ST ST,2024-07-12,770000,675000
1234,PREMIER ACQUISITION INVESTMENTS INC,KIAVI FUNDING INC,213 W 74TH ST,2024-07-12,850000,862400
1235,OCEAN DEVELOPMENT INC,GLADIEUX KEITH,237 E 62ND ST,2024-07-12,590000,550000
1236,PLUS VALUE INVESTMENTS LLC,PERLSTEIN RONALD,10010 S SAN PEDRO ST,2024-07-12,490000,440000
1237,RADICAL ENTERPRISES INC,ASPEN RETIREMENT FUND LLC,5106 S GRAMERCY PL,2024-07-12,505000,570000
1238,305 AUTO ADVERTISING INC,ANCHOR LOANS LP,435 S STATE ST,2024-07-12,450000,450500
1239,BLUE BIRD DESIGN,CENTER STREET LNDG VIII SPE LL,2837 SIERRA ST,2024-07-12,675000,673498
1240,3342 KEESHEN LLC,ARIXA CAPITAL ADVISORS LLC,3342 KEESHEN DR,2024-07-11,1880000,1400000
1241,EMPIRE PROCESSING INC,ORCHARD FUNDING,4365 MCLAUGHLIN AVE APT 25,2024-07-11,360000,495765
1242,1528 ALEXANDRIA AVE LLC,NEXERA HOLDING LLC,1528 N ALEXANDRIA AVE,2024-07-11,992500,794000
1243,4JLA LLC,ROYAL BUSINESS BANK,1030 W 94TH ST,2024-07-11,1400000,815000
1244,YAMAMOTO EQUITY INC,JEWEL NEVADA LLC,1734 W 106TH ST,2024-07-11,635000,585000
1245,RE CAPITAL PARTNERS LLC,GENESIS CAPITAL LLC,1237 AMALIA AVE,2024-07-11,545000,522000
1246,483 EAST 49 LLC,MIDFIRST BANK,483 E 49TH ST,2024-07-11,860000,855400
1247,LUROX INC,VIII SPE LLC,3095 GEORGE ST,2024-07-11,475000,546550
1248,WEST HILLS INVESTMENT GROUP INC,CENTER STREET LNDG VIII SPE LL,5817 ALVISO AVE,2024-07-10,750000,809280
1249,IZMAR INVESTMENTS LLC,CONVENTUS LLC,3500 W 59TH ST,2024-07-10,770000,693000
1250,JACENT PROPERTIES LLC,BMO BANK NA,12536 PRESTON WAY,2024-07-10,2675000,1605000
1251,SUGAR PORCH RESIDENTIAL LLC,HL3 SIERRA LLC,3927 EDENHURST AVE,2024-07-10,900000,1025800
1252,SQUID HOUSE LLC,STIFEL BANK AND TRUST,2380 LAKE VIEW AVE,2024-07-10,1435000,1076250
